1292052,肖申克的救赎,9.7,蒂姆·罗宾斯摩根·弗里曼鲍勃·冈顿,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p480747492.jpg
1291546,霸王别姬,9.6,张国荣张丰毅巩俐,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2561716440.jpg
1292720,阿甘正传,9.5,汤姆·汉克斯罗宾·怀特加里·西尼斯,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1484728154.jpg
1295644,这个杀手不太冷,9.4,让·雷诺娜塔莉·波特曼加里·奥德曼,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p511118051.jpg
1292063,美丽人生,9.5,罗伯托·贝尼尼尼可莱塔·布拉斯基乔治·坎塔里尼,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2578474613.jpg
1292722,泰坦尼克号,9.4,莱昂纳多·迪卡普里奥凯特·温丝莱特比利·赞恩,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p457760035.jpg
1291561,千与千寻,9.3,柊瑠美入野自由夏木真理,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2557573348.jpg
1295124,辛德勒的名单,9.5,连姆·尼森本·金斯利拉尔夫·费因斯,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p492406163.jpg
3541415,盗梦空间,9.3,莱昂纳多·迪卡普里奥约瑟夫·高登-莱维特艾伦·佩吉,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p513344864.jpg
3011091,忠犬八公的故事,9.4,理查·基尔萨拉·罗默尔琼·艾伦,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p524964016.jpg
1292001,海上钢琴师,9.3,蒂姆·罗斯普路特·泰勒·文斯比尔·努恩,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2574551676.jpg
2131459,机器人总动员,9.3,本·贝尔特艾丽莎·奈特杰夫·格尔林,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1461851991.jpg
3793023,三傻大闹宝莱坞,9.2,阿米尔·汗卡琳娜·卡普尔马达范,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p579729551.jpg
1292064,楚门的世界,9.3,金·凯瑞劳拉·琳妮艾德·哈里斯,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p479682972.jpg
1291549,放牛班的春天,9.3,热拉尔·朱尼奥弗朗索瓦·贝莱昂凯德·麦拉德,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910824951.jpg
1889243,星际穿越,9.3,马修·麦康纳安妮·海瑟薇杰西卡·查斯坦,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2206088801.jpg
1292213,大话西游之大圣娶亲,9.2,周星驰吴孟达朱茵,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2455050536.jpg
5912992,熔炉,9.3,孔侑郑有美金贤秀,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1363250216.jpg
25662329,疯狂动物城,9.2,金妮弗·古德温杰森·贝特曼伊德里斯·艾尔巴,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2315672647.jpg
1307914,无间道,9.2,刘德华梁朝伟黄秋生,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2564556863.jpg
1291560,龙猫,9.2,日高法子坂本千夏糸井重里,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2540924496.jpg
1291841,教父,9.3,马龙·白兰度阿尔·帕西诺詹姆斯·肯恩,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p616779645.jpg
1849031,当幸福来敲门,9.1,威尔·史密斯贾登·史密斯坦迪·牛顿,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1312700628.jpg
3319755,怦然心动,9.1,玛德琳·卡罗尔卡兰·麦克奥利菲瑞贝卡·德·莫妮,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p501177648.jpg
6786002,触不可及,9.2,弗朗索瓦·克鲁塞奥玛·希安娜·勒尼,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1454261925.jpg
1851857,蝙蝠侠：黑暗骑士,9.2,克里斯蒂安·贝尔希斯·莱杰艾伦·艾克哈特,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p462657443.jpg
1296141,控方证人,9.6,泰隆·鲍华玛琳·黛德丽查尔斯·劳顿,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1505392928.jpg
1292365,活着,9.2,葛优巩俐姜武,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2513253791.jpg
1300267,乱世佳人,9.3,费雯·丽克拉克·盖博奥利维娅·德哈维兰,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1963126880.jpg
20495023,寻梦环游记,9.1,安东尼·冈萨雷斯盖尔·加西亚·贝纳尔本杰明·布拉特,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2503997609.jpg
1293172,末代皇帝,9.2,尊龙陈冲邬君梅,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p452089833.jpg
26387939,摔跤吧！爸爸,9.0,阿米尔·汗法缇玛·萨那·纱卡桑亚·玛荷塔,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2457983084.jpg
1929463,少年派的奇幻漂流,9.1,苏拉·沙玛伊尔凡·可汗拉菲·斯波,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1784592701.jpg
1291552,指环王3：王者无敌,9.2,维果·莫腾森伊利亚·伍德西恩·奥斯汀,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910825503.jpg
2129039,飞屋环游记,9.0,爱德华·阿斯纳克里斯托弗·普卢默乔丹·长井,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p485887754.jpg
1293182,十二怒汉,9.4,亨利·方达马丁·鲍尔萨姆约翰·菲德勒,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2173577632.jpg
30170448,何以为家,9.1,赞恩·阿尔·拉菲亚约丹诺斯·希费罗博鲁瓦蒂夫·特雷杰·班科尔,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2555295759.jpg
1291858,鬼子来了,9.2,姜文香川照之袁丁,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2553104888.jpg
1291583,天空之城,9.1,田中真弓横泽启子初井言荣,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1446261379.jpg
1299398,大话西游之月光宝盒,9.0,周星驰吴孟达罗家英,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2561721372.jpg
1308807,哈尔的移动城堡,9.0,倍赏千惠子木村拓哉美轮明宏,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2174346180.jpg
1291828,天堂电影院,9.2,安东内拉·阿蒂利恩佐·卡拉瓦勒艾萨·丹尼埃利,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2559577569.jpg
21937452,素媛,9.2,薛景求严志媛李来,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2118532944.jpg
1293839,罗马假日,9.0,奥黛丽·赫本格利高里·派克埃迪·艾伯特,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2189265085.jpg
1298624,闻香识女人,9.1,阿尔·帕西诺克里斯·奥唐纳詹姆斯·瑞布霍恩,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2550757929.jpg
21937445,辩护人,9.2,宋康昊金英爱吴达洙,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2158166535.jpg
1292000,搏击俱乐部,9.0,爱德华·诺顿布拉德·皮特海伦娜·伯翰·卡特,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1910926158.jpg
1295038,哈利·波特与魔法石,9.0,丹尼尔·雷德克里夫艾玛·沃森鲁伯特·格林特,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p804947166.jpg
1291548,死亡诗社,9.1,罗宾·威廉姆斯罗伯特·肖恩·莱纳德伊桑·霍克,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2575465690.jpg
1299131,教父2,9.2,阿尔·帕西诺罗伯特·杜瓦尔黛安·基顿,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2194138787.jpg
1900841,窃听风暴,9.1,乌尔里希·穆埃马蒂娜·格德克塞巴斯蒂安·科赫,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1808872109.jpg
26752088,我不是药神,9.0,徐峥王传君周一围,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2561305376.jpg
1301753,狮子王,9.0,乔纳森·泰勒·托马斯马修·布罗德里克杰瑞米·艾恩斯,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2277799019.jpg
1291572,指环王2：双塔奇兵,9.1,伊利亚·伍德西恩·奥斯汀伊恩·麦克莱恩,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p909265336.jpg
1418019,大闹天宫,9.3,邱岳峰富润生毕克,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2184505167.jpg
1293350,两杆大烟枪,9.1,杰森·弗莱明德克斯特·弗莱彻尼克·莫兰,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792443418.jpg
1291571,指环王1：魔戒再现,9.0,伊利亚·伍德西恩·奥斯汀伊恩·麦克莱恩,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1354436051.jpg
1292224,飞越疯人院,9.1,杰克·尼科尔森丹尼·德维托克里斯托弗·洛伊德,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792238287.jpg
1306029,美丽心灵,9.0,罗素·克劳艾德·哈里斯詹妮弗·康纳利,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1665997400.jpg
1291818,饮食男女,9.1,郎雄杨贵媚吴倩莲,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910899751.jpg
1309046,V字仇杀队,8.9,娜塔莉·波特曼雨果·维文斯蒂芬·瑞,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1465235231.jpg
1291843,黑客帝国,9.0,基努·里维斯劳伦斯·菲什伯恩凯瑞-安·莫斯,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p451926968.jpg
1305487,猫鼠游戏,9.0,莱昂纳多·迪卡普里奥汤姆·汉克斯克里斯托弗·沃肯,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p453924541.jpg
1296736,钢琴家,9.1,艾德里安·布洛迪托马斯·克莱舒曼艾米莉娅·福克斯,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792376093.jpg
1485260,本杰明·巴顿奇事,8.9,凯特·布兰切特布拉德·皮特朱莉娅·奥蒙德,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2192535722.jpg
26580232,看不见的客人,8.8,马里奥·卡萨斯阿娜·瓦格纳何塞·科罗纳多,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2498971355.jpg
3742360,让子弹飞,8.8,姜文葛优周润发,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1512562287.jpg
3442220,海豚湾,9.3,Richard O'Barry路易·西霍尤斯Hardy Jones,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2559579779.jpg
1292402,西西里的美丽传说,8.9,莫妮卡·贝鲁奇朱塞佩·苏尔法罗Luciano Federico,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2441988159.jpg
1292220,情书,8.9,中山美穗丰川悦司酒井美纪,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p449897379.jpg
1292849,拯救大兵瑞恩,9.0,汤姆·汉克斯汤姆·塞兹摩尔爱德华·伯恩斯,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1014542496.jpg
1303021,小鞋子,9.2,法拉赫阿米尔·哈什米安默罕默德·阿米尔·纳吉巴哈丽·西迪奇,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2173580536.jpg
1294408,音乐之声,9.0,朱莉·安德鲁斯克里斯托弗·普卢默埃琳诺·帕克,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2189265302.jpg
1292262,美国往事,9.2,罗伯特·德尼罗詹姆斯·伍兹伊丽莎白·麦戈文,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p477229647.jpg
3008247,穿条纹睡衣的男孩,9.1,阿萨·巴特菲尔德维拉·法米加卡拉·霍根,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1473670352.jpg
1780330,致命魔术,8.9,休·杰克曼克里斯蒂安·贝尔迈克尔·凯恩,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p480383375.jpg
1292223,七宗罪,8.8,摩根·弗里曼布拉德·皮特凯文·史派西,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p457631605.jpg
1291832,低俗小说,8.8,约翰·特拉沃尔塔乌玛·瑟曼阿曼达·普拉莫,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910902213.jpg
27060077,绿皮书,8.9,维果·莫腾森马赫沙拉·阿里琳达·卡德里尼,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2549177902.jpg
1293544,沉默的羔羊,8.8,朱迪·福斯特安东尼·霍普金斯斯科特·格伦,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1593414327.jpg
1292343,蝴蝶效应,8.8,阿什顿·库彻梅洛拉·沃尔特斯艾米·斯马特,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2209066019.jpg
1787291,被嫌弃的松子的一生,8.9,中谷美纪永山瑛太香川照之,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p884763596.jpg
1292679,春光乍泄,8.9,张国荣梁朝伟张震,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p465939041.jpg
2334904,禁闭岛,8.8,莱昂纳多·迪卡普里奥马克·鲁弗洛本·金斯利,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1832875827.jpg
1292656,心灵捕手,8.9,马特·达蒙罗宾·威廉姆斯本·阿弗莱克,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p480965695.jpg
11525673,布达佩斯大饭店,8.8,拉尔夫·费因斯托尼·雷沃罗利艾德里安·布洛迪,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2178872593.jpg
25958717,海蒂和爷爷,9.2,阿努克·斯特芬布鲁诺·甘茨昆林·艾格匹,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2554525534.jpg
1292370,剪刀手爱德华,8.7,约翰尼·德普薇诺娜·瑞德黛安·韦斯特,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p480956937.jpg
1294639,勇敢的心,8.9,梅尔·吉布森苏菲·玛索布莱恩·考克斯,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1374546770.jpg
1652587,阿凡达,8.7,萨姆·沃辛顿佐伊·索尔达娜西格妮·韦弗,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2180085848.jpg
1294371,摩登时代,9.3,查理·卓别林宝莲·高黛亨利·伯格曼,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2263408369.jpg
1292215,天使爱美丽,8.7,奥黛丽·塔图马修·卡索维茨吕菲斯,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2447590313.jpg
1298070,加勒比海盗,8.7,约翰尼·德普杰弗里·拉什奥兰多·布鲁姆,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1596085504.jpg
1297192,致命ID,8.8,约翰·库萨克雷·利奥塔阿曼达·皮特,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2558364386.jpg
1302425,喜剧之王,8.7,周星驰张柏芝莫文蔚,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2579932167.jpg
1418834,断背山,8.8,希斯·莱杰杰克·吉伦哈尔米歇尔·威廉姆斯,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p513535588.jpg
1300299,杀人回忆,8.8,宋康昊金相庆金雷夏,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2326071698.jpg
1297359,幽灵公主,8.9,松田洋治石田百合子田中裕子,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1613191025.jpg
6985810,狩猎,9.1,麦斯·米科尔森托玛斯·博·拉森安妮卡·韦德科普,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1546987967.jpg
2149806,入殓师,8.8,本木雅弘广末凉子山崎努,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p594972928.jpg
1291875,阳光灿烂的日子,8.8,夏雨宁静陶虹,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2564685215.jpg
1291999,重庆森林,8.7,林青霞金城武梁朝伟,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792381411.jpg
1297630,第六感,8.9,布鲁斯·威利斯海利·乔·奥斯蒙托妮·科莱特,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2220184425.jpg
26799731,请以你的名字呼唤我,8.9,艾米·汉莫蒂莫西·柴勒梅德迈克尔·斯图巴,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2505525050.jpg
25814705,小森林 夏秋篇,9.0,桥本爱三浦贵大松冈茉优,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2564498893.jpg
3011235,哈利·波特与死亡圣器(下),8.8,丹尼尔·雷德克里夫艾玛·沃森鲁伯特·格林特,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p917846733.jpg
21318488,消失的爱人,8.7,本·阿弗莱克裴淳华尼尔·帕特里克·哈里斯,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2221768894.jpg
10777687,7号房的礼物,8.9,柳承龙朴信惠郑镇荣,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1816276065.jpg
1865703,红辣椒,9.0,林原惠美江守彻堀胜之祐,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p672363704.jpg
3072124,玛丽和马克思,8.9,托妮·科莱特菲利普·塞默·霍夫曼巴瑞·哈姆弗莱斯,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2162822165.jpg
1296339,爱在黎明破晓前,8.8,伊桑·霍克朱莉·德尔佩安德莉亚·埃克特,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2555762374.jpg
25814707,小森林 冬春篇,9.0,桥本爱三浦贵大松冈茉优,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2258078370.jpg
4268598,告白,8.7,松隆子冈田将生木村佳乃,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p689520756.jpg
1292434,一一,9.0,吴念真李凯莉金燕玲,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2567845803.jpg
1297052,侧耳倾听,8.9,本名阳子小林桂树高山南,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p456692072.jpg
1291545,大鱼,8.8,伊万·麦克格雷格阿尔伯特·芬尼比利·克鲁德普,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p692813374.jpg
4917726,阳光姐妹淘,8.8,沈恩京闵孝琳姜素拉,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1374786017.jpg
3395373,蝙蝠侠：黑暗骑士崛起,8.7,克里斯蒂安·贝尔汤姆·哈迪安妮·海瑟薇,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1706428744.jpg
1306249,唐伯虎点秋香,8.6,周星驰巩俐陈百祥,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1946455272.jpg
1316510,射雕英雄传之东成西就,8.7,梁朝伟林青霞张国荣,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2535922598.jpg
5322596,超脱,8.9,艾德里安·布洛迪马西娅·盖伊·哈登詹姆斯·肯恩,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1305562621.jpg
1297447,倩女幽魂,8.7,张国荣王祖贤午马,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2414157745.jpg
1305164,甜蜜蜜,8.8,黎明张曼玉杨恭如,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2223011274.jpg
2353023,驯龙高手,8.7,杰伊·巴鲁切尔杰拉德·巴特勒克雷格·费格森,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2210954024.jpg
