answer,1_1585072242.505,减肥,805283209,7718,149,4540,440960,1566956693,273447974,每天慢跑40分钟能减肥吗？,594,9062,38,1523851833
answer,2_1585072242.321,装修,483277806,13255,358,5764,1305521,1535792855,275630227,装修时哪些东西不安装，事后会后悔？,518,33924,14,1525253451
answer,3_1585072242.463,面试,585533927,3851,206,3414,288208,1548826994,20473577,没有会计经验，怎样去面试会计工作？,71,4682,4,1347349432
article,4_1585072242.825,pr软件,84377653,1582,114,PR从零基础到精通，全网最全教程！,96530,1569589442
answer,5_1585072242.288,故事,1081300000,2574,440,255,748149,1584285482,265583638,有哪些你只能匿名说出来秘密？,68063,166583,95,1515928144
answer,6_1585072242.386,美国人,1035797087,19788,1435,1241,499180,1582552662,368250047,我妈总说流感可能是美国人干的，应该如何说服她?,1982,2467,179,1580184326
answer,8_1585072249.95,情感,1056367198,41955,1686,17403,1772940,1583333292,19732277,应该清楚男友哪些方面才能结婚？,1856,107458,83,1308889962
answer,9_1585072249.786,英雄联盟（LoL）,1078389858,9532,359,539,859868,1584174883,378732203,如何看待 PDD 在近日直播中给五五开打了电话？,439,1186,47,1583971784
answer,10_1585072249.979,教师,1071913634,5930,793,847,522536,1583925336,319841193,当你踏入教师行业时有什么惊人的发现？,2327,32246,34,1555059950
article,11_1585072249.627,手机,114993049,160,161,我昨天下单红米8手机，今天下巴给惊掉了,50437,1584777466
answer,12_1585072249.780,娱乐八卦,1098128795,434,73,47,92461,1584926788,377280313,如何看待吴尊出道前就结婚？,533,803,18,1583488401
answer,13_1585072255.915,汽车,1024935195,817,177,53,69546,1582096451,20197709,未来汽车的发展方向是什么？,115,1447,5,1335275473
answer,14_1585072255.83,生活,1055990268,2319,616,349,1403764,1583323380,24994059,你做过最羞愧的事情是什么？,293,480,3,1409033832
answer,15_1585072255.68,身高,1091961507,1857,204,636,309740,1584684015,358884433,你们认为女孩身高多少最好看？,8915,16538,74,1575263967
answer,16_1585072255.471,娱乐,938882826,1157,562,289,1061948,1576549803,288257130,作为圈内人，你了解的娱乐圈到底有多乱？,1821,19921,25,1533286744
answer,17_1585072255.634,游戏,1064853992,12130,1170,1534,329796,1583664821,377761689,如果你是天美的运营官，你会如何优化《王者荣耀》？,632,1216,19,1583656432
answer,18_1585072255.415,设计院,1097237358,33,25,4,5599,1584882287,374496465,设计院为什么一直在招人，甚至把学历降低来招人？,32,59,2,1582604255
answer,20_1585072261.689,微信公众账号运营,836357719,5355,182,8413,260209,1569480729,322301275,一个星期内怎样学会微信公众号运营?,144,3630,3,1556554896
answer,21_1585072261.938,生活,613248458,31845,632,30426,1697787,1551616109,46342557,淘宝上有哪些不low的男装店？,475,67231,20,1463250952
answer,22_1585072261.228,床,966479465,18484,1937,4411,2847361,1578436253,362040114,女生会随便让男生睡她的床吗？,1448,5252,33,1576832253
answer,23_1585072261.739,面试,593266906,2061,325,767,532818,1549714881,34557602,怎么跟 HR 谈薪资？,244,18821,5,1439520315
answer,24_1585072261.9,汽车,745256635,8996,942,2799,2081838,1562838730,31086102,你们有哪些事是买了车以后才知道的？,3293,41724,20,1433767908
article,26_1585072267.193,销售技巧,109573163,37,0,13种顾客，13种话术，超级实用的销售技巧！,4130,1582813098
article,27_1585072267.561,青少年犯罪,112935499,7463,1123,11岁男童被割断生殖器：没有一个孩子能在暴力中幸存,608848,1584094099
answer,28_1585072267.712,写作,1064059379,11037,206,4559,274097,1583640919,19591218,如何提升一个人的文笔？,870,90861,56,1302143517
answer,29_1585072267.876,交女朋友,1063918111,381,42,290,47794,1583636600,269469147,怎样和喜欢的女生聊天？,96,593,0,1521703334
answer,30_1585072267.838,游戏,1070379631,10085,698,962,278991,1583864171,49642449,最让你震撼的游戏细节有哪些？,2975,36535,31,1471267907
answer,32_1585072272.840,跳槽,603699505,17335,1509,11024,1498434,1550655316,24105566,零经验的人都是怎么转行的？,465,27041,28,1402448617
answer,33_1585072272.169,悖论,975954764,25197,5085,8678,1271169,1579159867,68018644,有哪些悖论一下子就吸引了你？,1977,44744,53,1510487290
answer,34_1585072272.958,中山大学（SYSU）,1067930343,293,135,28,30551,1583771972,374897902,考上了中山大学是什么心情？,76,139,0,1582723395
article,35_1585072272.342,室内装修,108531621,977,364,南京夫妻家中的精致场面：不铺地板不铺砖，完工反而高级不过时,436130,1582382716
answer,36_1585072272.462,保养,1082450564,820,176,415,111108,1584339182,34546303,怎么养成一张干净的脸？,4260,250316,125,1439476874
answer,38_1585072278.688,生活,1014292721,1296,499,165,633926,1581587108,280961128,中国为什么有很多人一怀孕就辞职，也有很多人却直到预产期前两周还在上班？,1547,5708,87,1528940026
answer,39_1585072278.940,故事,1067563177,1700,35,725,87119,1583762272,294692727,有哪些讲给女朋友的睡前甜甜小故事？,1155,67535,66,1536955374
article,40_1585072278.528,淘宝店铺,107633798,596,25,新手做淘宝一个月赚5000，有难度吗？,104430,1582015382
answer,41_1585072278.538,生活,963841503,25964,859,14779,2036538,1578231997,346046856,有哪些很酷的朋友圈文案?,549,29730,15,1568479632
answer,42_1585072278.674,看法,1074627084,1390,677,341,67171,1584022032,319323980,作为外省人 你是怎么看待贵州的？,165,277,2,1554737325
answer,43_1585072283.622,克苏鲁 (Cthulhu),1042962744,2975,296,1004,131432,1582855646,375157133,诸位有没有什么克苏鲁风格的电影推荐一下？,32,951,0,1582807239
answer,44_1585072283.369,专科生,1101769496,40,0,24,1080,1585050134,319505738,专升本到底有多简单？,207,926,0,1554865351
answer,45_1585072283.878,淘宝卖家,1035582894,155,16,61,12269,1582545756,281142654,淘宝一个月赚5000有多难？,364,12717,14,1529054733
answer,46_1585072283.233,明星,910946071,16527,594,1602,5463374,1574752883,29640730,小s被家暴是真的吗？,223,1224,6,1429256708
answer,47_1585072283.357,小米手机,1028412871,238,55,18,30041,1582254065,314007342,卢伟冰会把红米也玩废吗？,190,388,10,1551331722
answer,48_1585072283.243,福建,1028744918,1731,1008,165,203523,1582265103,370240502,福建发达的原因在哪?,441,974,18,1581053085
answer,49_1585072290.152,视频,816660135,15857,544,2753,328939,1567868313,20085254,你最喜欢的访谈视频是哪一个？,95,9411,11,1330151555
article,50_1585072290.998,美国联邦储备系统（美联储）,114290397,848,123,全世界都错了！只有美联储看见了“真正”的魔鬼！,82769,1584544637
answer,51_1585072290.502,调查类问题,782628156,4393,172,2589,402097,1565423367,27564370,如何去除鼻子上的黑头？,1472,107209,66,1421124342
article,52_1585072290.429,华为,106013634,795,1218,华为愤怒反击小米，小米高管：荣耀你有热度？小米高管连夜删微博,86126,1581311466
answer,53_1585072290.322,生活,1052801669,35325,674,18654,959455,1583215302,21821931,怎样成为一个沉稳的人？,2110,67336,69,1381848660
article,54_1585072290.33,随便看看,111644879,11071,1735,长期喝开塞露是种什么体验？本人真实体验,629381,1583598239
answer,56_1585072297.927,国有企业,1020814862,1710,315,1069,153969,1581910153,336275999,如何才能进去国企？,56,604,0,1563780143
answer,57_1585072297.303,健康,967211762,10740,31,4451,1671054,1578480776,26497360,人能控制自己的长相吗？,1319,66860,64,1415201877
article,58_1585072297.643,哦！我的皇帝陛下（电视剧）,110624275,10852,4141,肖战必须凉！来给大家科普他到底作了什么孽！,644863,1583230384
answer,59_1585072297.800,公务员,921455673,19231,585,912,1544053,1575393410,297308525,大部分警察真的是上班的路上穿便装，只有到了单位才穿警服吗？,1032,2319,23,1538741858
answer,60_1585072297.125,上海,1071748509,3674,674,476,521012,1583920285,328124564,沪漂靠什么在上海买了房？,480,4592,11,1559815204
answer,61_1585072302.861,旅行,1035666564,312,56,29,79336,1582548477,346332145,在俄罗斯千万不要做什么？,149,1398,2,1568642377
answer,62_1585072302.562,娱乐,1063067885,1858,411,76,36063,1583589071,376710936,如何看待肖式路人？,192,231,4,1583309751
article,63_1585072302.569,膝盖,97111253,75,9,膝关节使用说明书，收藏这一份就够了,6461,1576203651
answer,64_1585072302.625,教师,1061781119,786,323,171,134745,1583550228,366724409,为什么教师很吃香，还是有很多老师选择去培训机构而不是学校？,165,411,2,1579248007
article,65_1585072302.236,谢霆锋,93933762,1934,563,张柏芝三胎生父曝光：谢霆锋给不了我的，他都能给我,827591,1574834671
article,66_1585072302.218,激情,113769941,2551,743,有没有想过：那些为爱所拍的激情视频，将来有一天可能毁了你？,1245286,1584411862
answer,67_1585072309.294,NBA,1070031938,2154,328,157,185209,1583851203,378096450,张伟丽这种顶尖格斗冠军，如果和 NBA 的詹姆斯这种球员对打，谁的胜率更大?,846,1070,52,1583757684
answer,68_1585072309.550,生活,937440916,27999,1607,4554,5834232,1576462890,339378832,李子柒的院子真实存在吗？,516,3088,29,1565251470
answer,69_1585072309.984,银行,933750034,15465,673,821,2032436,1576206791,325886715,银行里有哪些毁人三观的事情？,953,9083,5,1558681316
article,70_1585072309.423,耳机选购,115926683,19,10,毒王降临？对2020年中国平头塞黑马hzsound钹 の探究,2908,1585040921
answer,71_1585072309.554,公务员,1053978683,233,95,23,54339,1583246678,58063614,为什么祁同伟作为公安厅长，指挥不动市局赵东来？,531,3351,12,1491380221
article,72_1585072309.20,高校招生,112477769,6736,1614,十年寒窗竟比不过一纸国籍，清华2020招生简章：外籍学生免试,571167,1583916915
answer,73_1585072315.788,设计,1072263279,7354,244,777,172863,1583935388,20093223,真正打动过你的一个设计是什么？,614,24704,9,1330499289
answer,74_1585072315.919,网络借贷,1089816218,31,34,11,3624,1584603223,379105605,欠贷，逾期未还，现在无力偿还，该怎么办？,11,11,0,1584076897
answer,75_1585072315.757,蓝色（颜色）,1069557753,1244,30,483,46236,1583837921,311387348,有哪些好看到爆的蓝色系壁纸？,206,2254,1,1549464716
article,76_1585072315.356,养蜂,111014610,2351,293,四川养蜂人自杀了，他不只对生活失去信心，更是对蜂蜜行业的绝望,221593,1583380045
answer,77_1585072315.999,生活,893034493,10840,134,12989,388292,1573642367,326308904,有哪些你觉得惊艳的句子？,657,9939,1,1558923595
answer,78_1585072315.958,华为,1095639322,178,41,14,25409,1584821809,380126824,怎么看待红米新机撞脸华为？,945,1401,103,1584414471
answer,79_1585072322.996,视频剪辑,1098243305,5264,610,447,686039,1584929760,313076414,你见过最骚气的视频是什么？,701,6287,15,1550702693
answer,80_1585072322.973,求职,1046620898,928,37,358,44750,1582983994,28592283,简历一无可写怎么办？,549,72640,19,1425738341
article,81_1585072322.652,银行贷款,102179944,2088,348,2020年个人房贷是否要换为LPR利率？,440717,1578667421
answer,82_1585072322.35,文化,1056988792,26994,2033,1999,1364328,1583372884,24600204,你认为有哪些失败的建筑？,535,10460,21,1406184317
answer,83_1585072322.64,电子游戏,1089019592,3816,299,240,132681,1584581922,378198188,怎么看待「十岁孩子借上网课的名义，看直播打游戏，偷刷家长万余元，家长希望商家将钱退回」这件事？,301,741,22,1583804644
answer,84_1585072322.699,分手,1061510338,16585,2815,1432,2201603,1583539790,363421375,前男友对你做过最过分的事是什么？,1596,3419,4,1577510291
answer,86_1585072329.889,绘画,571602599,236222,6413,70068,9985332,1547197435,299205851,有什么美得不可方物的壁纸？,7494,160912,52,1539957406
article,87_1585072329.397,微博热点,103080481,33870,2445,“吴昕被骂上热搜背后，手术刀四次切开她的子宫”,2240356,1579166937
answer,88_1585072329.95,Web 开发,1094211072,95,39,46,11536,1584769393,328278544,现在web前端的工资怎样？,40,129,0,1559909776
answer,89_1585072329.476,生活经历,187928756,380,31,202,24684,1498192441,59983396,有没有一瞬间觉得很丧？,290,717,3,1495043664
answer,90_1585072329.686,摄影,1050137302,9011,1159,1287,707922,1583123591,34401174,有哪些是同一个人而颜值相差甚远的照片？,15988,76531,112,1439184618
answer,91_1585072334.31,王者荣耀,1055607060,1901,1065,156,167410,1583312544,274578282,你最讨厌《王者荣耀》带妹时什么样的举动？,893,1448,15,1524578672
article,92_1585072334.84,刘嘉玲,108507766,8626,579,刘嘉玲再谈“受辱门”：30年前那一晚，我就死过一回了！,1627450,1582375259
answer,93_1585072334.567,量化宽松,1099862493,3044,376,320,389531,1584974773,381884596,如何评价美联储宣布无限量QE?,901,8199,24,1584967248
answer,94_1585072334.351,劳动法,1089688422,716,103,85,447104,1584599833,380285464,被拜耳辞退的女的以后会有公司雇佣吗？在人事圈子里这样的人会不会封杀？,356,746,16,1584448971
answer,95_1585072334.294,教育,1074749215,5624,131,2482,148804,1584025224,23819007,有哪些道理你后悔没有早点知道？,22300,553815,378,1400413521
answer,96_1585072334.696,明星,1048566450,10102,264,711,2356349,1583060929,22113860,那些过气的明星最后干什么去了？,598,5061,10,1385381940
answer,98_1585072341.522,调查类问题,1006250687,13186,781,8253,457697,1581219623,267115040,可以无脑买的茶叶品牌有哪些？,471,10343,12,1518525723
article,99_1585072341.935,家长帮,112863142,1707,1094,凌晨3点，蔡少芬微博炸了：张晋你怎么能这么干,803697,1584064998
article,100_1585072341.571,淘宝网,96476947,4293,998,20岁女孩一月网购退款624笔，被淘宝告了！,1287442,1575946464
article,101_1585072341.73,不知火舞（王者荣耀英雄）,115786135,107,34,S18赛季不知火舞教学，灵动身法秀翻全场,21216,1585019136
answer,102_1585072341.538,网络文化,995890519,31175,10,1995,1503554,1580665423,263342076,你遇见过的最让你心疼的过气网红是谁？,2715,22386,68,1511948260
